f_ID,f_name,f_category,f_energy_kcal,f_fat_g,f_fatty_acids_sat_g,f_fatty_acids_monounsat_g,f_fatty_acids_polyunsat_g,f_cholesterol_mg,f_carbohydrates_g,f_sugars_g,f_starch_g,f_fibres_g,f_protein_g,f_salt_g,f_alcohol_g,f_water_g,f_vit_A_activity_re_µg,f_vit_A_activity_rae_µg,f_retinol_µg,f_beta_carotene_activity_µg,f_beta_carotene_µg,f_vit_B1_mg,f_vit_B2_mg,f_vit_B6_mg,f_vit_B12_µg,f_niacin_mg,f_folate_µg,f_panthotenic_acid_mg,f_vit_c_mg,f_vit_d_µg,f_vit_e_activity_mg,f_potassium_mg,f_sodium_mg,f_chloride_mg,f_calcium_mg,f_magnesium_mg,f_phosphorus_mg,f_iron_mg,f_iodide_µg,f_zinc_mg,f_selenium_µg
485,"Soft cheese, Mascarpone",Milk and dairy products/Fresh cheese and curds,435,44.5,29.5,11.7,1.9,123.0,4.1,4.1,0.0,0.0,4.5,0.2,0.0,46.2,347.0,328.0,310.0,220.0,220.0,0.01,0.26,0.04,0.33,0.1,11.0,0.41,0.0001,0.5,1.0,53.0,86.0,0.0001,68.0,0.0001,97.0,0.2,29.0,0.4,
595,"Soft drink, with flavor, sweetened",Non-alcoholic beverages/Soft drinks,38,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,8.0,3.0,11.0,5.0,11.0,1.0,0.1,1.8,0.0,
10561,"Somosa, baked",Prepared dishes/Asian dishes,352,20.8,7.5,8.9,3.3,0.0,32.8,2.5,29.9,3.5,6.6,0.9,0.0,36.7,22.0,11.0,0.0,134.0,134.0,0.19,0.06,0.14,0.0,0.97,21.8,0.38,10.5,0.0,2.43,240.0,350.0,560.0,17.0,27.0,93.0,1.2,2.8,0.7,0.8
892,"Sorbet, fruit",Sweets/Water based ice cream,137,0.0,0.0,0.0,0.0,0.0,32.1,32.1,0.0,0.4,0.2,0.0,0.9,65.8,3.0,1.0,0.0,16.0,16.0,0.02,0.01,0.01,0.0,0.07,5.0,0.05,10.0,0.0,0.05,41.0,1.0,3.0,12.0,4.0,6.0,0.2,2.6,0.1,
574,Sour cream (crème fraîche) 35% fat,Fats and oils/Cream;Milk and dairy products/Cream and butter,336,35.0,21.0,8.2,1.6,105.0,2.8,2.8,0.0,0.0,2.4,0.1,0.0,58.0,207.0,201.0,195.0,73.0,73.0,0.02,0.17,0.03,0.19,0.2,23.0,0.26,0.0001,0.4,0.7,100.0,30.0,50.0,73.0,7.0,64.0,0.1,9.0,0.3,
575,Sour cream 15% fat,Fats and oils/Cream;Milk and dairy products/Cream and butter,173,16.6,10.8,4.3,0.8,50.0,3.2,3.2,0.0,0.0,2.7,0.1,0.0,77.3,207.0,198.0,189.0,105.0,105.0,0.04,0.2,0.04,0.23,0.1,11.0,0.29,0.0001,0.3,0.45,130.0,40.0,70.0,100.0,11.0,80.0,0.1,11.0,0.4,
13456,Soy sauce,Various/Sauces,56,0.6,0.1,0.1,0.3,0.0,4.1,0.4,0.0001,0.8,8.1,14.0,0.0,71.2,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.15,0.0,2.2,14.0,0.3,0.0,0.0,0.0,440.0,5490.0,8200.0,33.0,74.0,170.0,1.5,1.0,0.9,0.5
72,"Soya drink, plain",Milk and dairy products/Milk substitutes,40,2.2,0.3,0.4,1.1,0.0,0.8,0.8,0.0,0.6,3.9,0.1,0.0,100.4,0.0,0.0,0.0,2.0,2.0,0.09,0.01,0.05,0.0,0.19,28.2,0.1,0.0,0.0,0.23,120.0,26.0,7.6,13.0,17.0,54.0,0.4,2.2,0.3,
996,"Soya flour, defatted","Cereal products, pulses and potatoes/Flour and starch",296,1.2,0.2,0.2,0.7,0.0,7.5,7.4,0.0,24.5,51.5,0.1,0.0,14.2,4.0,2.0,0.0,24.0,24.0,0.69,0.25,0.57,0.0,2.6,303.0,1.98,0.0,0.0,0.04,2400.0,20.0,130.0,240.0,300.0,670.0,9.2,0.8,2.5,1.7
995,"Soya flour, full fat","Cereal products, pulses and potatoes/Flour and starch",398,20.6,2.7,3.5,12.1,0.0,3.1,3.1,0.0,18.5,40.8,0.0,0.0,12.5,11.0,6.0,0.0,66.0,66.0,0.77,0.28,0.51,0.0,2.2,190.0,1.8,0.0,0.0,1.5,1870.0,4.0,110.0,200.0,250.0,550.0,12.0,0.5,4.9,7.0
603,Soybean oil,Fats and oils/Oils,810,90.0,13.2,19.9,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Soybean sprouts,Vegetables/Sprouts and shoots,55,1.0,0.1,0.1,0.7,0.0,4.7,4.6,0.0,2.4,5.5,0.1,0.0,85.6,7.0,3.0,0.0,42.0,42.0,0.08,0.16,0.09,0.0,1.5,160.0,0.49,9.6,0.0,0.1,240.0,30.0,47.0,32.0,19.0,75.0,0.9,2.0,1.0,
1061,"Soybean, cooked (without addition of fat and salt)","Cereal products, pulses and potatoes/Pulses",157,7.3,1.0,1.5,4.3,0.0,3.3,2.6,0.2,8.8,15.0,0.0,0.0,66.9,25.0,13.0,0.0,152.0,152.0,0.27,0.14,0.28,0.0,0.7,50.0,0.37,8.2,0.0,0.54,540.0,2.0,3.4,72.0,75.0,200.0,2.2,2.5,1.5,
442,"Soybean, dried","Cereal products, pulses and potatoes/Pulses",399,18.3,2.4,3.7,10.7,0.0,8.7,6.8,0.6,22.0,38.2,0.0,0.0,8.4,63.0,32.0,0.0,380.0,380.0,1.03,0.46,1.0,0.0,2.7,250.0,1.7,34.0,0.0,1.5,1800.0,4.7,7.0,200.0,220.0,550.0,6.6,6.3,4.2,
551,"Sparkling wine, champagne",Alcoholic beverages/Wine,71,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0001,0.0,0.2,0.0,9.1,89.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.02,0.0,0.1,0.0001,0.03,0.0,0.0,0.0,48.0,4.0,7.0,10.0,6.0,7.0,0.8,10.0,0.0,
1399,Spätzle flour,"Cereal products, pulses and potatoes/Flour and starch",351,1.3,0.2,0.1,0.5,0.0,71.3,0.9,70.3,3.3,11.9,0.0,0.0,13.2,1.0,1.0,0.0,7.0,7.0,0.09,0.05,0.07,0.0,1.79,47.6,0.35,0.0,0.0,0.12,160.0,1.3,80.0,15.0,24.0,94.0,0.8,4.2,1.8,
1043,"Spelt, fine flour (type 550)","Cereal products, pulses and potatoes/Flour and starch",348,1.5,0.3,0.3,0.7,0.0,69.0,0.9,68.1,2.8,13.3,0.0,0.0,13.1,,,0.0,0.0,0.0,0.27,0.04,0.07,0.0,0.32,16.0,0.37,0.0,0.0,0.29,100.0,6.8,45.0,22.0,23.0,110.0,1.0,0.9,0.9,2.3
1041,"Spelt, flour ""Ruch"" (type 1100)","Cereal products, pulses and potatoes/Flour and starch",348,2.2,0.3,0.5,1.2,,65.0,1.4,,5.7,14.3,0.1,0.0,12.7,,,,,,,,,,,,,,,,210.0,27.0,,28.0,64.0,240.0,2.4,,2.8,
1042,"Spelt, wholemeal flour (type 1900)","Cereal products, pulses and potatoes/Flour and starch",346,2.7,0.4,0.7,1.5,,60.0,1.2,,9.4,15.6,0.0,0.0,12.4,,,,,,0.46,0.09,0.2,,,,0.68,,,1.4,390.0,13.0,,35.0,140.0,450.0,3.6,,4.5,6.8
1566,"Spinach quiche, baked (with cake dough)","Prepared dishes/Cakes, pies and gratins",173,10.7,5.7,2.9,0.8,43.0,12.2,1.4,10.7,2.1,5.9,1.1,0.0,69.3,351.0,217.0,82.0,1615.0,1615.0,0.09,0.17,0.14,0.1,0.63,30.6,0.32,11.3,0.3,1.46,340.0,440.0,700.0,87.0,38.0,84.0,1.8,11.0,0.8,
1567,"Spinach quiche, baked (with puff pastry)","Prepared dishes/Cakes, pies and gratins",170,11.5,6.2,3.1,0.8,46.0,10.1,1.4,8.6,2.0,5.5,1.1,0.0,71.0,359.0,225.0,90.0,1618.0,1618.0,0.09,0.17,0.13,0.1,0.62,30.4,0.31,11.3,0.3,1.47,330.0,440.0,710.0,87.0,37.0,81.0,1.7,11.0,0.7,
365,"Spinach, raw",Vegetables/Fresh vegetables,23,0.4,0.1,0.0,0.2,0.0,0.8,0.7,0.1,2.6,2.7,0.2,0.0,91.7,518.0,259.0,0.0,3107.0,3005.0,0.08,0.22,0.21,0.0,0.7,103.8,0.22,40.0,0.0,1.84,530.0,65.0,54.0,100.0,58.0,52.0,2.7,12.0,0.6,
1025,"Spinach, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),28,0.5,0.1,0.0,0.3,0.0,1.0,0.9,0.1,3.2,3.4,0.2,0.0,91.9,613.0,307.0,0.0,3679.0,3558.0,0.08,0.26,0.23,0.0,0.74,81.9,0.25,28.9,0.0,2.42,590.0,73.0,68.0,130.0,69.0,65.0,2.8,15.0,0.7,
646,"Spirits, 40 vol% (e.g. Vodka, gin)",Alcoholic beverages/Spirits,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.9,0.0,0.0,0.0,3.8,0.0,0.0,0.0,
518,"Spirits, grain, 40% vol (e.g. whisky)",Alcoholic beverages/Spirits,234,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,33.4,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.0,0.0,1.9,1.0,4.8,0.0,0.0001,0.0,
644,"Spirits, Kirsch, Cherry Schnaps",Alcoholic beverages/Spirits,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0001,0.0,1.9,0.0,0.0,0.0,0.0,0.0,
520,"Spirits, sugar cane (e.g. rum)",Alcoholic beverages/Spirits,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,63.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.0,0.0,0.0,0.0,4.8,0.1,0.0,0.1,
519,"Spirits, wine (e.g. cognac, brandy)",Alcoholic beverages/Spirits,228,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.0,0.0,0.0,0.0,31.4,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2.9,0.0,1.0,0.0,0.0,0.0,0.0,
14061,"Spring roll, deep fried",Prepared dishes/Asian dishes,224,11.2,2.9,5.1,2.7,28.0,23.1,3.0,17.2,2.5,6.5,1.5,0.0,54.8,32.0,17.0,2.0,180.0,180.0,0.11,0.06,0.12,0.22,1.4,23.1,0.25,0.5,0.5,0.82,160.0,610.0,810.0,25.0,16.0,67.0,0.9,1.0,0.6,4.4
1656,"Squash slices, breaded, prepared",Prepared dishes/Other savoury dishes,139,5.8,0.8,3.6,0.8,47.0,16.7,4.1,12.5,1.6,4.3,0.2,0.0,71.8,378.0,196.0,14.0,2182.0,2182.0,0.07,0.1,0.09,0.17,0.47,17.8,0.68,8.5,0.4,0.57,270.0,94.0,170.0,29.0,11.0,59.0,0.7,5.8,1.0,
764,"Squid, raw","Fish/Seafood, crustaceans and shellfish",83,1.1,0.2,0.1,0.3,150.0,2.3,0.0001,0.0,0.0,16.0,0.4,0.0,79.4,75.0,75.0,75.0,0.0,0.0,0.02,0.2,0.06,1.3,2.2,13.0,0.0001,5.0,0.0001,0.77,270.0,160.0,0.0001,14.0,40.0,200.0,0.6,20.0,1.1,
792,St. Gall Schüblig sausage,Sausages and cold meats/Boiled sausage products,237,20.7,7.6,9.8,2.2,42.0,0.2,0.2,0.0,0.0,12.6,2.1,0.0,66.5,4.0,4.0,4.0,3.0,3.0,0.09,0.11,0.05,1.19,2.02,0.9,0.17,52.2,0.0,0.32,76.0,850.0,1280.0,5.0,8.4,140.0,0.9,0.4,1.7,
570,St. Paulin cheese,Milk and dairy products/Hard cheese,294,23.0,13.8,5.4,1.1,69.0,0.0,0.0,0.0,0.0,21.8,2.0,0.0,55.0,275.0,263.0,250.0,150.0,150.0,0.04,0.32,0.06,2.0,0.1,18.0,0.8,0.0001,0.5,0.69,80.0,800.0,1100.0,700.0,35.0,500.0,0.4,35.0,4.0,
385,"Strawberry, fresh",Fruit/Fresh fruit,39,0.5,0.0001,0.0001,0.0001,0.0,6.0,5.6,0.0001,3.8,0.6,0.0,0.0,90.3,1.0,0.0,0.0,3.0,3.0,0.02,0.02,0.04,0.0,0.37,40.7,0.12,55.8,0.0,0.3,140.0,1.0,62.0,18.0,12.0,23.0,0.2,1.0,0.1,0.5
13418,"Strudel dough, raw","Cereal products, pulses and potatoes/Dough",234,2.5,0.3,1.4,0.6,0.0,44.3,0.2,43.6,2.0,7.6,1.9,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.1,0.0,0.2,10.2,0.31,0.0,0.0,0.71,110.0,750.0,1150.0,9.5,22.0,77.0,1.0,0.9,0.7,1.5
465,"Sugar loaf chicory, raw",Vegetables/Fresh vegetables,16,0.2,0.0,0.0,0.1,0.0,1.5,1.5,0.0,1.6,1.2,0.0,0.0,94.8,35.0,17.0,0.0,207.0,207.0,0.06,0.08,0.05,0.0,0.31,16.2,0.17,6.8,0.0,0.5,230.0,10.0,55.0,35.0,10.0,30.0,1.0,3.3,0.2,
438,"Sugar pea, raw",Vegetables/Fresh vegetables,68,0.2,0.0,0.0,0.1,0.0,10.0,5.0,5.0,5.0,4.0,0.0,0.0,79.6,43.0,22.0,0.0,259.0,259.0,0.16,0.15,0.13,0.0,2.7,21.6,0.41,37.4,0.0,0.5,300.0,4.0,30.0,20.0,30.0,80.0,2.0,4.0,0.3,
1012,"Sugar pea, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),73,0.2,0.0,0.0,0.1,0.0,10.8,5.4,5.4,5.3,4.3,0.0,0.0,79.3,44.0,22.0,0.0,265.0,265.0,0.15,0.15,0.13,0.0,2.45,14.7,0.4,31.8,0.0,0.57,290.0,3.9,32.0,22.0,31.0,86.0,1.8,4.3,0.3,
471,"Sugar, brown",Sweets/Sugar and sweeteners,390,0.0,0.0,0.0,0.0,0.0,97.6,97.6,0.0,0.0,0.0,0.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,320.0,40.0,40.0,85.0,22.0,24.0,1.9,0.0,0.1,1.0
470,"Sugar, white",Sweets/Sugar and sweeteners,400,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.0,0.0,0.0,0.1,0.0,0.0,0.0
598,Sunflower oil,Fats and oils/Oils,810,90.0,9.8,27.7,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.75,0.9,0.9,0.9,0.9,0.0,0.0,0.1,0.0,0.0,0.0
1068,"Sunflower oil HO (high oleic), refined",Fats and oils/Oils,810,90.0,6.3,67.5,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Sunflower seeds,"Nuts, seeds and oleaginous fruit",621,54.5,5.4,19.8,23.5,0.0,3.6,3.4,0.2,8.0,25.1,0.0,0.0,4.8,5.0,3.0,0.0,30.0,30.0,1.48,0.36,1.34,0.0,8.3,227.0,1.13,1.0,0.0,34.5,750.0,3.6,50.0,86.0,330.0,670.0,5.0,4.0,5.8,9.9
770,Surimi,Fish/Fish products,125,4.9,0.5,2.4,1.4,11.0,11.8,2.1,9.7,0.3,8.3,1.6,0.0,72.5,28.0,28.0,28.0,0.0,0.0,0.02,0.02,0.03,0.71,0.22,2.0,0.07,0.0,0.5,1.1,52.0,630.0,1010.0,19.0,12.0,44.0,0.4,10.0,0.2,9.2
1033,"Sweet corn (canned), heated (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),103,1.2,0.2,0.3,0.6,0.0,18.6,7.0,11.5,2.3,3.1,0.7,0.0,74.8,19.0,10.0,0.0,116.0,116.0,0.03,0.08,0.08,0.0,1.19,21.1,0.45,0.8,0.0,0.47,180.0,270.0,0.0,4.0,21.0,70.0,0.5,0.0,0.5,
632,Sweet corn canned,Vegetables/Cooked vegetables (incl. cans),100,1.2,0.2,0.3,0.6,0.0,18.2,6.9,11.3,2.3,3.0,0.8,0.0,72.8,20.0,10.0,0.0,117.0,117.0,0.04,0.08,0.09,0.0,1.4,33.0,0.5,1.0,0.0,0.45,200.0,300.0,0.0001,4.0,22.0,69.0,0.6,0.0001,0.5,
633,"Sweet corn cob, pickled",Vegetables/Cooked vegetables (incl. cans),119,1.4,0.2,0.4,0.6,0.0,21.0,2.0,19.0,4.2,3.4,0.0,0.0,69.3,20.0,10.0,0.0,117.0,117.0,0.22,0.07,0.1,0.0,1.7,50.0,0.7,7.0,0.0,0.7,250.0,17.0,0.0001,3.0,33.0,100.0,0.6,0.0001,0.0001,
432,"Sweet corn, raw",Vegetables/Fresh vegetables,93,1.2,0.2,0.3,0.5,0.0,15.7,3.4,12.3,2.8,3.3,0.0,0.0,74.7,19.0,9.0,0.0,113.0,47.0,0.15,0.12,0.22,0.0,1.7,43.0,0.89,12.0,0.0,0.1,290.0,0.3,7.3,2.2,27.0,83.0,0.4,3.3,0.6,
1032,"Sweet corn, steamed",Vegetables/Cooked vegetables (incl. cans),100,1.3,0.2,0.3,0.5,0.0,16.9,3.7,13.3,3.0,3.5,0.0,0.0,75.2,19.0,10.0,0.0,115.0,48.0,0.14,0.12,0.21,0.0,1.55,29.3,0.86,10.2,0.0,0.11,280.0,0.3,7.9,2.4,28.0,90.0,0.4,3.6,0.6,
13406,"Sweet potato, raw","Cereal products, pulses and potatoes/Potatoes",81,0.1,0.0,0.0,0.0,0.0,17.1,4.2,12.7,3.0,1.6,0.1,0.0,77.3,745.0,373.0,0.0,4470.0,4470.0,0.08,0.06,0.21,0.0,0.56,11.0,0.8,19.3,0.0,0.26,420.0,55.0,46.0,41.0,26.0,52.0,0.6,2.4,0.3,
13407,"Sweet potato, steamed (without addition of salt)","Cereal products, pulses and potatoes/Potatoes",81,0.1,0.0,0.0,0.0,0.0,17.1,4.2,12.7,3.0,1.6,0.1,0.0,78.3,684.0,342.0,0.0,4105.0,4105.0,0.07,0.06,0.18,0.0,0.51,6.7,0.69,15.8,0.0,0.27,370.0,51.0,45.0,40.0,25.0,51.0,0.5,2.3,0.3,
602,Sweet whey,Milk and dairy products/Milk and yoghurt beverages,24,0.2,0.1,0.1,0.0,1.0,4.7,4.7,0.0,0.0,0.8,0.1,0.0,93.6,3.0,3.0,3.0,0.0,0.0,0.04,0.14,0.04,0.2,0.2,1.0,0.4,1.0,0.0,0.0,130.0,45.0,67.0,68.0,8.0,40.0,0.1,8.0,0.1,
450,"Swiss chard, raw",Vegetables/Fresh vegetables,23,0.2,0.0001,0.0001,0.0001,0.0,2.7,0.5,2.2,1.0,2.1,0.4,0.0,92.4,236.0,118.0,0.0,1415.0,1415.0,0.07,0.13,0.08,0.0,0.4,17.8,0.18,21.3,0.0,0.03,380.0,170.0,100.0,80.0,81.0,43.0,2.3,1.0,0.3,
1016,"Swiss chard, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),29,0.3,0.0,0.0,0.0,0.0,3.4,0.6,2.8,1.2,2.6,0.5,0.0,92.5,279.0,140.0,0.0,1675.0,1675.0,0.07,0.15,0.09,0.0,0.42,14.0,0.2,15.4,0.0,0.04,420.0,190.0,130.0,100.0,96.0,54.0,2.4,1.3,0.4,
569,Syrup undiluted,Non-alcoholic beverages/Cordial,371,0.2,0.0,0.0,0.1,0.0,91.8,91.4,0.3,0.9,0.1,0.0,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0001,0.09,2.6,0.04,5.1,0.0001,0.21,64.0,1.3,2.6,3.9,2.6,5.2,0.5,0.9,0.1,
1132,"Syrup, ready to drink (dilution 1:5.5)",Non-alcoholic beverages/Cordial;Non-alcoholic beverages/Soft drinks,55,0.0,0.0,0.0,0.0,0.0,13.5,13.4,0.0,0.1,0.0,0.0,0.0,86.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.4,0.01,0.8,0.0,0.03,9.4,1.0,1.2,6.2,1.2,0.8,0.1,0.1,0.0,
762,Table salt iodized,"Various/Salt, spices and flavours",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39200.0,59800.0,10.0,1.0,8.0,0.3,2500.0,0.1,0.1
10457,Table salt iodized and fluoridized,"Various/Salt, spices and flavours",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39900.0,59900.0,10.0,1.0,8.0,0.3,2500.0,0.1,0.1
634,Table salt without iodine and fluoride,"Various/Salt, spices and flavours",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39900.0,59900.0,10.0,1.0,8.0,0.3,20.0,0.1,0.1
1609,"Taboulé, prepared (with Bulgur)",Prepared dishes/Salads,110,5.5,0.7,3.9,0.5,0.0,11.5,1.2,10.2,2.8,2.3,0.4,0.0,78.0,31.0,16.0,0.0,188.0,188.0,0.07,0.03,0.06,0.0,0.94,19.4,0.26,9.1,0.0,2.05,140.0,150.0,250.0,19.0,22.0,71.0,0.8,2.2,0.5,
1610,"Taboulé, prepared (with Couscous)",Prepared dishes/Salads,130,6.1,0.7,4.4,0.5,0.0,15.3,1.4,13.9,1.2,2.8,0.4,0.0,74.9,35.0,18.0,0.0,210.0,210.0,0.03,0.03,0.04,0.0,0.55,17.3,0.14,10.3,0.0,2.05,120.0,170.0,290.0,18.0,11.0,32.0,0.4,2.1,0.5,
1684,"Tartare sauce, with rapeseed mayonnaise, home-made ",Various/Sauces,384,40.0,3.7,23.0,10.4,143.0,1.9,1.8,0.1,0.6,3.7,0.3,0.0,53.8,77.0,62.0,48.0,176.0,176.0,0.05,0.1,0.07,0.4,0.2,24.7,0.69,9.4,0.8,12.9,110.0,140.0,150.0,26.0,6.5,76.0,0.9,12.0,0.5,
803,"Tea, no sugar added",Non-alcoholic beverages/Tea,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,
774,Terrine de campagne,Sausages and cold meats/Cooked sausage products,298,26.5,9.7,12.0,3.0,119.0,1.0,0.8,0.2,0.1,13.6,2.2,0.3,58.7,1932.0,1931.0,1931.0,4.0,4.0,0.25,0.75,0.21,6.33,4.13,20.0,1.41,3.9,0.0,0.47,130.0,870.0,1310.0,17.0,14.0,110.0,4.2,4.8,2.0,
796,"Terrine, game meat",Meat and offal/Game,242,18.7,7.4,8.0,2.0,107.0,1.6,1.5,0.1,0.1,16.4,2.2,0.3,62.9,1469.0,1468.0,1467.0,10.0,10.0,0.15,0.61,0.2,4.91,3.63,15.9,1.23,44.8,0.1,0.41,160.0,870.0,1300.0,14.0,14.0,150.0,4.0,3.5,2.4,
495,Tête de Moine,Milk and dairy products/Hard cheese,417,35.5,21.3,8.3,1.6,107.0,0.0,0.0,0.0,0.0,24.2,2.3,0.0,35.2,490.0,480.0,470.0,119.0,119.0,0.01,0.27,0.27,1.6,0.08,24.0,0.32,0.0001,0.7,0.59,84.0,930.0,1360.0,700.0,27.0,510.0,0.1,28.0,3.9,
1496,"Thin pancakes with bacon, prepared",Prepared dishes/Other savoury dishes,253,16.3,7.4,5.6,1.4,137.0,15.0,2.4,12.5,0.6,11.3,0.9,0.0,57.0,82.0,80.0,79.0,21.0,21.0,0.21,0.21,0.11,0.52,1.01,18.7,0.95,5.8,1.0,0.57,210.0,370.0,560.0,74.0,18.0,160.0,0.9,16.0,1.2,10.0
1489,"Thin pancakes with camembert cheese, prepared",Prepared dishes/Other savoury dishes,247,15.5,8.2,4.0,1.2,142.0,14.9,2.3,12.5,0.6,11.9,0.8,0.0,57.2,132.0,127.0,121.0,63.0,63.0,0.07,0.23,0.1,0.84,0.36,35.5,0.99,0.5,1.0,0.6,170.0,320.0,450.0,150.0,19.0,180.0,0.8,21.0,1.2,
1495,"Thin pancakes with ham, prepared",Prepared dishes/Other savoury dishes,193,9.7,4.7,2.8,0.9,124.0,13.2,2.2,10.9,0.5,12.9,1.0,0.0,63.9,72.0,70.0,69.0,18.0,18.0,0.33,0.22,0.18,0.42,2.16,16.4,0.94,19.7,0.8,0.5,270.0,410.0,560.0,68.0,20.0,210.0,0.9,15.0,1.3,9.4
1491,"Thin pancakes with mushrooms, prepared",Prepared dishes/Other savoury dishes,139,8.9,4.8,2.2,0.7,68.0,7.9,1.8,5.7,1.6,5.9,0.4,0.0,76.5,80.0,76.0,71.0,50.0,50.0,0.09,0.28,0.09,0.21,2.3,18.9,1.53,2.3,1.7,0.37,320.0,140.0,260.0,45.0,15.0,130.0,1.1,20.0,0.7,
1494,"Thin pancakes with Nutella, prepared",Prepared dishes/Other sweet dishes,377,22.1,9.0,9.1,2.3,88.0,35.8,26.4,8.9,1.7,7.9,0.3,0.0,32.8,57.0,55.0,54.0,16.0,16.0,0.09,0.22,0.09,0.39,0.26,18.8,0.82,0.5,0.6,2.43,250.0,110.0,170.0,110.0,33.0,160.0,1.1,13.0,1.0,
1488,"Thin pancakes with sugar and cinnamon, prepared",Prepared dishes/Other sweet dishes,254,11.5,5.7,3.1,1.1,141.0,29.0,14.9,14.0,0.7,8.3,0.3,0.0,50.7,90.0,88.0,87.0,23.0,23.0,0.08,0.2,0.07,0.5,0.14,20.3,0.92,0.5,1.0,0.56,170.0,140.0,220.0,83.0,16.0,140.0,1.0,18.0,0.8,8.8
1493,"Thin pancakes with vegetable filling, prepared",Prepared dishes/Other savoury dishes,165,9.3,4.0,3.1,0.9,95.0,13.6,4.0,9.4,1.6,6.0,0.2,0.0,69.7,201.0,129.0,58.0,855.0,855.0,0.08,0.15,0.15,0.34,0.39,30.6,0.7,28.4,0.7,0.78,200.0,98.0,160.0,64.0,16.0,110.0,0.9,14.0,0.7,
