f_ID,f_name,f_category,f_energy_kcal,f_fat_g,f_fatty_acids_sat_g,f_fatty_acids_monounsat_g,f_fatty_acids_polyunsat_g,f_cholesterol_mg,f_carbohydrates_g,f_sugars_g,f_starch_g,f_fibres_g,f_protein_g,f_salt_g,f_alcohol_g,f_water_g,f_vit_A_activity_re_µg,f_vit_A_activity_rae_µg,f_retinol_µg,f_beta_carotene_activity_µg,f_beta_carotene_µg,f_vit_B1_mg,f_vit_B2_mg,f_vit_B6_mg,f_vit_B12_µg,f_niacin_mg,f_folate_µg,f_panthotenic_acid_mg,f_vit_c_mg,f_vit_d_µg,f_vit_e_activity_mg,f_potassium_mg,f_sodium_mg,f_chloride_mg,f_calcium_mg,f_magnesium_mg,f_phosphorus_mg,f_iron_mg,f_iodide_µg,f_zinc_mg,f_selenium_µg
1112,Cooked smoked sausages (average),Sausages and cold meats/Boiled sausage products,249,21.2,8.2,9.8,1.8,51.0,0.5,0.5,0.0,0.0,14.0,2.2,0.0,64.3,2.0,2.0,2.0,3.0,3.0,0.24,0.12,0.1,0.8,3.14,0.9,0.42,35.4,0.4,0.08,180.0,870.0,1220.0,8.5,13.0,180.0,0.9,0.4,1.9,
51,Cooking butter,Fats and oils/Fats;Milk and dairy products/Cream and butter,745,82.2,49.3,19.3,3.8,221.0,0.7,0.6,0.0,0.0,0.5,0.0,0.0,16.6,856.0,825.0,794.0,374.0,370.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.75,20.0,10.0,12.0,16.0,1.4,21.0,0.0,0.0,0.2,0.5
715,Coppa (cured pork meat),Sausages and cold meats/Raw sausage products,319,22.5,8.5,9.9,1.6,81.0,0.3,0.3,0.0001,0.0,28.8,3.8,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.87,0.28,0.43,0.3,7.6,4.0,2.4,6.4,0.8,0.15,490.0,1520.0,2430.0,13.0,26.0,270.0,1.4,0.0001,4.3,15.0
1650,"Cordon bleu from pork schnitzel, fried",Meat and offal/Pork,241,11.7,3.2,5.9,1.3,94.0,10.3,0.6,9.7,0.6,23.2,0.9,0.0,54.3,48.0,46.0,43.0,26.0,26.0,0.38,0.2,0.23,0.86,2.99,14.5,0.76,6.8,0.3,0.91,210.0,350.0,520.0,110.0,23.0,230.0,1.6,6.5,2.7,
1649,"Cordon bleu from veal schnitzel, fried",Meat and offal/Veal,233,11.0,3.1,5.6,1.2,96.0,10.3,0.6,9.7,0.6,22.9,0.9,0.0,55.3,48.0,46.0,44.0,28.0,28.0,0.12,0.26,0.21,0.83,6.15,17.5,0.99,6.8,0.3,0.66,250.0,350.0,520.0,110.0,27.0,260.0,2.0,5.9,2.5,
412,Corn germ oil,Fats and oils/Oils,810,90.0,11.0,24.8,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,"Corn semolina, cooked","Cereal products, pulses and potatoes/Corn",79,0.2,0.0,0.1,0.1,0.0,16.7,0.3,16.3,1.1,2.0,0.6,0.0,80.0,3.0,2.0,0.0,20.0,20.0,0.01,0.01,0.02,0.0,0.27,1.1,0.06,0.0,0.0,0.12,18.0,230.0,340.0,7.3,5.4,17.0,0.2,0.7,0.1,
425,"Corn semolina, dried","Cereal products, pulses and potatoes/Corn",350,1.1,0.1,0.4,0.4,0.0,73.8,1.5,72.0,5.0,8.8,0.0,0.0,11.0,26.0,13.0,0.0,156.0,88.0,0.05,0.04,0.1,0.0,1.2,5.0,0.26,0.0,0.0,0.52,80.0,1.0,15.0,4.0,20.0,73.0,1.0,2.5,0.4,
940,Cornflakes,"Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",363,0.6,0.1,0.2,0.2,0.0,79.7,7.2,72.5,4.0,7.7,1.7,0.0,5.1,28.0,14.0,0.0,170.0,170.0,0.06,0.06,0.07,0.0,1.4,6.0,0.17,0.0,0.0,0.1,120.0,660.0,1800.0,13.0,14.0,59.0,2.0,1.0,0.3,
758,Cotechino (pork sausage),Sausages and cold meats/Raw sausage products,450,42.3,14.0,20.3,6.0,98.0,0.0,0.0,0.0,0.0,17.2,4.4,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.07,0.0,7.3,1.0,0.0001,0.0,0.0001,0.24,270.0,1740.0,0.0001,30.0,0.0001,110.0,2.1,0.0001,4.1,
505,Cottage cheese,Milk and dairy products/Fresh cheese and curds,100,4.5,2.7,1.0,0.2,14.0,2.4,2.2,0.0,0.0,12.4,0.8,0.0,78.6,50.0,47.0,45.0,30.0,30.0,0.01,0.23,0.02,0.52,0.1,15.0,0.36,0.0,0.1,0.11,72.0,320.0,570.0,69.0,6.2,150.0,0.0,20.0,0.4,
1093,Cotto (meat product),Sausages and cold meats/Cooked sausage products,93,3.1,1.2,1.5,0.2,35.0,0.6,0.6,,0.0,15.7,2.3,0.0,77.0,0.0,0.0,0.0001,,,0.47,0.15,0.27,0.0001,4.2,,0.7,46.3,0.0001,0.0001,380.0,910.0,1250.0,7.5,18.0,240.0,0.7,,2.1,7.4
64,"Cow milk, skimmed, UHT",Milk and dairy products/Milk,33,0.1,0.1,0.0,0.0,0.0,4.7,4.7,0.0,0.0,3.3,0.1,0.0,90.8,2.0,2.0,2.0,1.0,1.0,0.02,0.16,0.03,0.1,0.1,5.0,0.28,0.6,0.0,0.0,160.0,39.0,96.0,130.0,11.0,97.0,0.0,3.1,0.4,0.9
950,"Cracker, salty snacks",Savoury snacks/Salt sticks and pretzels,449,15.9,5.9,6.8,2.4,0.0,66.3,0.0,66.3,2.1,9.2,1.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.12,0.0,1.65,21.3,0.29,0.0,0.0,1.75,120.0,590.0,810.0,110.0,24.0,110.0,1.6,13.0,0.7,
987,"Cranberry, fresh",Fruit/Fresh fruit,36,0.5,0.0,0.1,0.3,0.0,6.2,6.1,0.1,2.9,0.3,0.0,0.0,88.4,2.0,1.0,0.0,9.0,9.0,0.02,0.02,0.01,0.0,0.1,3.0,0.0,12.0,0.0,0.99,81.0,2.0,4.0,14.0,6.0,10.0,0.5,5.0,0.2,
1195,Cream (average),Fats and oils/Cream;Milk and dairy products/Cream and butter,252,25.4,15.3,6.0,1.2,76.0,3.4,3.4,0.0,0.0,2.3,0.1,0.0,68.8,278.0,268.0,259.0,114.0,114.0,0.02,0.14,0.02,0.32,0.08,4.3,0.36,0.6,0.4,0.6,130.0,48.0,69.0,84.0,7.5,78.0,0.0,9.5,0.2,
567,"Cream cheese, min. 60% fidm",Milk and dairy products/Fresh cheese and curds,351,32.1,19.2,7.5,1.5,96.0,4.5,2.3,0.0001,0.0,11.1,1.3,0.0,52.0,325.0,313.0,300.0,150.0,150.0,0.04,0.26,0.06,0.6,0.11,26.5,0.44,0.0001,0.0001,0.7,100.0,500.0,570.0,110.0,8.0,130.0,0.2,8.0,0.4,
924,Cream slice,Sweets/Other sweet pastries,301,18.8,11.2,4.6,1.0,80.0,28.8,21.3,7.4,0.3,4.1,0.3,0.0,48.1,204.0,197.0,191.0,76.0,76.0,0.03,0.14,0.04,0.25,0.09,6.9,0.38,0.3,0.5,0.54,130.0,120.0,200.0,79.0,11.0,88.0,0.3,9.1,0.4,
65,"Cream, 35% fat, pasteurized",Fats and oils/Cream;Milk and dairy products/Cream and butter,334,34.8,20.9,8.2,1.6,101.0,3.1,3.1,0.0,0.0,2.0,0.1,0.0,59.4,380.0,368.0,356.0,143.0,143.0,0.02,0.13,0.03,0.21,0.08,7.0,0.31,0.7,0.5,0.84,120.0,35.0,69.0,71.0,6.2,71.0,0.1,7.0,0.2,
66,"Cream, 35% fat, UHT",Fats and oils/Cream;Milk and dairy products/Cream and butter,335,34.9,20.9,8.2,1.6,101.0,3.1,3.1,0.0,0.0,2.0,0.1,0.0,59.2,402.0,390.0,378.0,143.0,143.0,0.02,0.12,0.02,0.16,0.05,1.5,0.33,0.0,0.6,0.77,110.0,25.0,69.0,71.0,6.3,68.0,0.0,6.1,0.2,
798,"Cream, at least 45 % milk fat, pasteurized",Fats and oils/Cream;Milk and dairy products/Cream and butter,468,50.0,30.0,11.7,2.3,147.0,2.7,2.7,0.0,0.0,1.9,0.1,0.0,46.9,462.0,443.0,425.0,220.0,220.0,0.02,0.19,0.01,0.6,0.0001,7.0,0.23,1.0,0.3,1.64,65.0,22.0,36.0,49.0,5.0,52.0,0.1,35.0,0.2,
67,"Cream, pasteurized, 25% fat",Fats and oils/Cream;Milk and dairy products/Cream and butter,274,27.9,16.7,6.6,1.3,82.0,3.3,3.3,0.0,0.0,2.3,0.1,0.0,65.8,290.0,281.0,272.0,110.0,110.0,0.02,0.15,0.03,0.26,0.07,6.8,0.45,0.9,0.4,0.62,130.0,35.0,69.0,78.0,7.0,64.0,0.0,12.0,0.2,
68,"Cream, UHT",Fats and oils/Cream;Milk and dairy products/Cream and butter,251,25.1,15.1,5.9,1.2,71.0,3.7,3.7,0.0,0.0,2.5,0.1,0.0,67.8,278.0,269.0,260.0,110.0,110.0,0.02,0.13,0.02,0.26,0.07,2.7,0.45,0.0,0.4,0.69,140.0,34.0,69.0,91.0,8.6,74.0,0.0,12.0,0.3,
918,"Crispbread, wholemeal","Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers",332,1.7,0.3,0.2,1.1,0.0,61.1,3.3,57.6,12.4,12.0,1.5,0.0,13.7,0.0,0.0,0.0,2.0,2.0,0.31,0.18,0.36,0.0,1.19,29.6,0.85,0.0,0.0,1.21,380.0,610.0,950.0,26.0,100.0,340.0,4.0,3.7,3.4,4.0
920,"Crispbread, wholemeal, with linseeds","Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers",352,5.7,0.7,1.0,3.7,0.0,55.2,3.1,51.8,13.8,12.9,1.5,0.0,13.4,0.0,0.0,0.0,2.0,2.0,0.33,0.16,0.34,0.0,1.08,33.7,0.84,0.0,0.0,1.14,410.0,610.0,950.0,47.0,130.0,360.0,4.3,3.6,3.5,
919,"Crispbread, wholemeal, with sesame","Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers",360,6.9,1.0,2.1,3.1,0.0,55.3,3.1,51.8,12.4,13.1,1.5,0.0,13.4,0.0,0.0,0.0,2.0,2.0,0.35,0.19,0.36,0.0,1.53,43.7,0.8,0.0,0.0,1.11,390.0,610.0,950.0,120.0,130.0,370.0,4.4,3.9,3.6,5.6
10406,Croissant (average),"Bread, flakes and breakfast cereals/Bread and bread products",400,22.0,12.8,5.1,1.4,70.0,41.1,2.7,38.0,3.4,7.8,1.2,0.0,26.4,189.0,182.0,176.0,81.0,81.0,0.12,0.1,0.11,0.07,0.63,21.9,0.36,0.1,0.4,0.6,160.0,460.0,730.0,33.0,24.0,110.0,1.0,2.8,1.0,2.8
913,"Croissant filled with nuts, puff pastry",Sweets/Other sweet pastries,419,26.9,9.9,12.4,2.1,72.0,36.2,15.8,19.2,2.7,6.8,0.5,0.0,28.1,148.0,142.0,137.0,61.0,61.0,0.13,0.04,0.14,0.08,0.34,18.1,0.49,0.4,0.4,3.86,190.0,210.0,340.0,43.0,40.0,110.0,1.3,4.5,1.0,2.0
914,"Croissant filled with nuts, yeast dough",Sweets/Other sweet pastries,318,12.6,3.3,6.8,1.4,39.0,41.9,18.4,22.6,2.7,7.7,0.7,0.0,35.7,47.0,45.0,43.0,18.0,18.0,0.21,0.14,0.13,0.1,0.97,37.5,0.49,0.3,0.2,2.98,210.0,280.0,440.0,51.0,34.0,120.0,1.1,4.2,0.9,0.8
835,"Croissant, pretzel (with iodized salt)","Bread, flakes and breakfast cereals/Bread and bread products",423,25.0,14.7,5.8,1.5,76.0,39.4,1.3,37.6,1.9,9.1,4.1,0.0,25.1,194.0,190.0,186.0,49.0,49.0,0.11,0.09,0.05,0.08,0.39,20.0,0.35,0.0,0.5,0.55,140.0,1630.0,2510.0,35.0,11.0,68.0,0.4,100.0,0.5,2.0
14056,"Croque Monsieur, Hot Sandwich with cheese and ham",Prepared dishes/Sandwiches,260,9.4,4.4,2.9,1.1,31.0,26.6,2.6,23.7,1.8,16.4,2.3,0.0,46.1,70.0,67.0,65.0,32.0,32.0,0.33,0.15,0.21,0.34,2.16,15.5,0.51,16.2,0.2,0.69,240.0,920.0,1110.0,180.0,39.0,370.0,1.2,12.0,2.2,
491,"Cucumber, pickled",Vegetables/Cooked vegetables (incl. cans),14,0.1,0.0001,0.0001,0.0001,0.0,2.1,1.9,0.2,1.0,0.7,1.8,0.0,93.0,15.0,8.0,0.0,90.0,80.0,0.02,0.02,0.02,0.0,0.2,7.0,0.0001,5.0,0.0,0.1,100.0,700.0,0.0001,14.0,11.0,20.0,1.0,0.0001,0.3,
354,"Cucumber, raw",Vegetables/Fresh vegetables,14,0.1,0.0001,0.0001,0.0001,0.0,2.0,1.9,0.1,0.8,0.7,0.0,0.0,96.0,37.0,19.0,0.0,222.0,222.0,0.02,0.02,0.03,0.0,0.2,8.9,0.2,9.2,0.0,0.09,140.0,0.9,37.0,15.0,10.0,18.0,0.2,2.9,0.1,
1182,"Curd cheese puff pastry (with butter), raw","Cereal products, pulses and potatoes/Dough",401,28.3,16.8,6.6,1.6,78.0,29.0,1.3,27.2,1.3,7.1,0.8,0.0,34.8,290.0,280.0,270.0,118.0,118.0,0.09,0.12,0.07,0.12,0.22,11.7,0.27,0.1,0.4,0.73,110.0,330.0,520.0,38.0,16.0,89.0,0.6,3.2,0.6,
1181,"Curd cheese puff pastry (with vegetable fat), raw","Cereal products, pulses and potatoes/Dough",396,27.7,9.3,11.6,4.4,17.0,28.9,1.1,27.3,1.3,7.1,0.9,0.0,35.5,139.0,133.0,126.0,77.0,77.0,0.09,0.12,0.07,0.13,0.27,12.2,0.3,0.1,1.1,5.8,120.0,350.0,550.0,37.0,16.0,90.0,0.6,3.6,0.6,
13501,"Curd, with fruits, with sugar",Milk and dairy products/Fresh cheese and curds,112,2.4,1.4,0.6,0.1,8.0,14.1,13.4,0.0,0.1,8.4,0.1,0.0,74.5,28.0,26.0,25.0,18.0,18.0,0.01,0.34,0.03,0.37,0.27,16.4,0.3,0.6,0.1,0.08,120.0,27.0,88.0,93.0,8.6,120.0,0.0,20.0,0.4,
70,Curds min. 40% fidm,Milk and dairy products/Fresh cheese and curds,183,15.6,9.4,3.7,0.7,53.0,3.7,3.2,0.0,0.0,6.9,0.1,0.0,72.8,164.0,160.0,156.0,49.0,49.0,0.02,0.3,0.03,0.38,0.28,16.7,0.26,0.4,0.2,0.4,120.0,29.0,86.0,93.0,8.1,110.0,0.0,8.5,0.3,
71,Curds with at most 10% fidm,Milk and dairy products/Fresh cheese and curds,61,0.2,0.1,0.0,0.0,0.0001,4.2,3.5,0.0,0.0,10.6,0.1,0.0,83.8,3.0,3.0,3.0,1.0,1.0,0.01,0.39,0.04,0.42,0.31,19.4,0.29,0.1,0.0,0.0,140.0,33.0,100.0,110.0,9.9,150.0,0.0,27.0,0.5,
571,"Curds, plain, half fat",Milk and dairy products/Fresh cheese and curds,99,5.0,3.0,1.2,0.2,17.0,4.1,3.4,0.0,0.0,9.4,0.1,0.0,81.3,54.0,52.0,51.0,16.0,16.0,0.01,0.41,0.03,0.47,0.3,18.6,0.4,0.2,0.1,0.13,130.0,32.0,98.0,110.0,9.3,140.0,0.0,21.0,0.4,
392,"Currant, black, raw",Fruit/Fresh fruit,71,0.9,0.1,0.1,0.5,0.0,9.7,9.7,0.0,5.8,1.3,0.0,0.0,80.5,10.0,5.0,0.0,57.0,48.0,0.04,0.08,0.07,0.0,0.31,11.5,0.34,209.3,0.0,2.1,330.0,2.5,15.0,57.0,23.0,54.0,1.2,1.0,0.3,1.1
391,"Currant, red, raw",Fruit/Fresh fruit,50,0.7,0.2,0.1,0.4,0.0,7.1,6.6,0.0001,4.6,1.6,0.0,0.0,82.1,2.0,1.0,0.0,10.0,9.0,0.03,0.04,0.04,0.0,0.29,10.5,0.65,31.0,0.0,1.19,230.0,5.0,14.0,38.0,12.0,38.0,0.4,1.0,0.2,1.3
384,"Date, dried",Fruit/Dried fruit,289,0.6,0.3,0.3,0.0001,0.0,64.7,64.7,0.0,7.5,2.4,0.0,0.0,22.9,2.0,1.0,0.0,10.0,10.0,0.06,0.06,0.12,0.0,1.36,18.4,0.6,0.2,0.0,0.93,730.0,11.0,61.0,68.0,55.0,68.0,2.2,1.0,0.4,2.7
487,"Deer (average), raw",Meat and offal/Game,112,3.3,1.5,1.4,0.2,50.0,0.0,0.0,0.0,0.0,20.6,0.2,0.0,74.9,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.3,1.0,0.0001,5.0,0.8,0.0,0.0001,0.13,310.0,62.0,40.0,10.0,21.0,200.0,2.3,0.6,3.2,
12,"Deer, entrecôte, raw",Meat and offal/Game,111,2.1,1.2,0.9,0.5,59.0,0.0,0.0,,0.0,23.1,0.1,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.26,0.6,0.99,6.3,,6.0,0.69,0.0,0.4,0.2,320.0,53.0,40.0,3.2,23.0,200.0,3.0,7.8,2.9,
13419,Dough for french pizza from Alsace,"Cereal products, pulses and potatoes/Dough",221,2.9,1.4,0.6,0.5,6.0,39.9,0.6,38.9,2.7,7.5,1.3,0.0,47.7,22.0,21.0,20.0,9.0,9.0,0.14,0.04,0.13,0.0,0.52,17.6,0.34,0.0,0.0,0.24,110.0,500.0,780.0,11.0,25.0,88.0,1.1,0.8,0.8,2.8
709,"Dried meat (Hobel-, Bündner-, Walliser-, Tessiner- dried meat)",Sausages and cold meats/Raw sausage products,190,3.5,1.6,1.5,0.2,84.0,0.4,0.4,0.0,0.0,39.3,4.1,0.0,52.2,3.0,3.0,3.0,0.0,0.0,0.1,0.24,0.42,1.57,10.52,0.0001,1.2,1.1,0.0001,0.0001,640.0,1620.0,2610.0,0.0001,37.0,330.0,4.0,0.0001,6.5,14.0
47,Drinking water (average Switzerland),Non-alcoholic beverages/Drinking water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0001
10535,Dulce de Leche,Sweets/Jams and sweet sandwich spreads,299,7.3,4.4,1.7,0.3,28.0,52.6,52.6,0.0,0.0,5.7,0.2,0.0,34.2,84.0,81.0,78.0,34.0,34.0,0.03,0.37,0.04,0.27,0.19,5.0,0.55,1.3,0.1,0.23,280.0,69.0,170.0,210.0,18.0,160.0,0.1,17.0,0.6,1.9
423,Durum wheat semolina,"Cereal products, pulses and potatoes/Other cereal products",353,1.4,0.2,0.1,0.5,0.0,71.4,1.0,70.4,3.4,12.0,0.0,0.0,12.1,2.0,1.0,0.0,9.0,9.0,0.07,0.06,0.08,0.0,2.16,57.0,0.35,0.0,0.0,0.1,150.0,1.2,87.0,17.0,27.0,100.0,0.9,5.1,2.2,
455,"Edible boletus, fresh",Vegetables/Mushrooms,39,0.4,0.1,0.0,0.2,0.0,0.5,0.1,0.0,6.0,5.4,0.0,0.0,88.6,0.0,0.0,0.0,2.0,2.0,0.32,1.02,0.03,0.0,14.64,25.0,2.7,1.9,3.1,0.16,340.0,6.0,30.0,4.2,12.0,85.0,1.0,3.6,1.5,
1040,"Edible boletus, stewed (without addition of fat and salt)",Vegetables/Mushrooms,46,0.5,0.1,0.0,0.2,0.0,0.6,0.1,0.0,7.3,6.1,0.0,0.0,87.3,0.0,0.0,0.0,2.0,2.0,0.3,1.03,0.03,0.0,14.28,18.3,2.7,1.7,3.8,0.19,320.0,6.4,35.0,5.0,12.0,98.0,1.0,4.2,1.6,
517,"Egg liqueur, 16.5 vol%",Alcoholic beverages/Other alcoholic beverages,313,7.7,2.2,3.2,1.1,165.0,30.8,30.8,0.0,0.0,4.4,0.0,14.7,51.5,161.0,160.0,160.0,8.0,8.0,0.08,0.19,0.09,0.55,0.06,44.0,1.16,0.3,2.2,0.59,15.0,5.5,19.0,15.0,4.4,55.0,0.8,1.1,0.5,
411,"Egg white, raw",Eggs,45,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,10.8,0.5,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.04,0.33,0.04,10.0,0.28,0.0,0.0,0.0,150.0,190.0,160.0,5.1,11.0,12.0,0.0,7.5,0.0,12.0
410,"Egg yolk, raw",Eggs,349,31.3,8.8,12.0,5.0,1255.0,0.3,0.2,0.0,0.0,16.4,0.1,0.0,52.7,447.0,447.0,447.0,1.0,1.0,0.2,0.59,0.35,3.42,0.04,122.0,4.53,0.0,5.6,5.21,120.0,52.0,160.0,140.0,12.0,560.0,5.5,110.0,3.8,48.0
290,"Egg, raw",Eggs,140,9.8,2.6,3.7,1.7,350.0,0.3,0.3,0.0,0.0,12.6,0.4,0.0,76.0,112.0,112.0,112.0,1.0,1.0,0.1,0.29,0.09,1.31,0.05,67.0,2.43,0.0001,2.8,1.29,150.0,150.0,180.0,48.0,12.0,200.0,1.8,39.0,1.2,23.0
1659,"Eggplant piccata, prepared",Prepared dishes/Other savoury dishes,140,8.4,2.3,4.2,1.0,67.0,9.5,2.6,6.8,2.4,5.5,0.2,0.0,74.3,49.0,45.0,41.0,47.0,47.0,0.05,0.09,0.08,0.32,0.47,16.6,0.57,1.1,0.5,0.54,250.0,96.0,190.0,71.0,16.0,93.0,0.6,9.1,0.6,
1658,"Eggplant slices, breaded, prepared",Prepared dishes/Other savoury dishes,138,5.8,0.7,3.6,0.9,47.0,15.2,3.1,12.1,2.9,4.6,0.2,0.0,71.6,21.0,18.0,14.0,40.0,40.0,0.06,0.06,0.08,0.17,0.54,17.1,0.51,1.1,0.4,0.5,250.0,62.0,150.0,21.0,16.0,60.0,0.6,5.7,0.4,
349,"Eggplant, raw",Vegetables/Fresh vegetables,23,0.2,0.0,0.0,0.1,0.0,3.1,2.8,0.3,2.4,1.0,0.0,0.0,92.7,8.0,4.0,0.0,50.0,50.0,0.04,0.03,0.08,0.0,0.6,19.0,0.25,1.9,0.0,0.03,260.0,3.0,55.0,10.0,13.0,21.0,0.3,0.2,0.1,
1653,"Eggplant, steamed (without addition of salt)",Vegetables/Cooked vegetables (incl. cans),23,0.2,0.0,0.0,0.1,0.0,3.2,2.9,0.3,2.4,1.0,0.0,0.0,93.2,8.0,4.0,0.0,48.0,48.0,0.03,0.03,0.07,0.0,0.52,12.3,0.23,1.5,0.0,0.03,240.0,2.7,56.0,10.0,13.0,21.0,0.2,0.2,0.1,
1003,"Eggplant, stewed (without addition of fat and salt)",Vegetables/Cooked vegetables (incl. cans),27,0.2,0.0,0.0,0.1,0.0,3.6,3.3,0.3,2.8,1.2,0.0,0.0,92.2,9.0,5.0,0.0,56.0,56.0,0.03,0.03,0.08,0.0,0.6,14.3,0.26,1.7,0.0,0.04,260.0,3.3,65.0,12.0,13.0,25.0,0.3,0.2,0.2,
436,"Elderberry, raw",Fruit/Fresh fruit,63,1.7,0.1,0.1,1.1,0.0,7.4,7.4,0.0,4.0,2.5,0.0,0.0,84.0,54.0,27.0,0.0,325.0,325.0,0.07,0.07,0.25,0.0,1.6,17.0,0.16,18.0,0.0,1.0,300.0,1.0,7.0,37.0,30.0,57.0,1.6,3.0,0.2,
555,"Emmentaler cheese, at least 45% fidm",Milk and dairy products/Hard cheese,408,32.6,20.3,7.9,1.5,84.0,0.0,0.0,0.0,0.0,28.4,0.4,0.0,35.0,306.0,293.0,280.0,155.0,155.0,0.01,0.3,0.12,1.67,0.18,9.4,0.3,0.0001,0.5,0.35,84.0,170.0,270.0,1030.0,31.0,620.0,0.4,20.0,4.6,
467,"Endive, raw",Vegetables/Fresh vegetables,16,0.2,0.1,0.0,0.1,0.0,1.2,1.2,0.0001,1.2,1.8,0.1,0.0,94.2,65.0,33.0,0.0,392.0,392.0,0.05,0.12,0.05,0.0,0.41,109.0,0.44,12.9,0.0,1.0,330.0,43.0,71.0,54.0,10.0,54.0,1.4,2.9,0.4,
13465,"Energy drink, with sugar",Non-alcoholic beverages/Soft drinks,44,0.0,0.0,0.0,0.0,0.0,10.9,10.8,0.0,,0.0,0.2,0.0,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.42,1.63,7.54,0.0,1.55,0.0,0.0,0.0,3.0,63.0,94.0,4.0,1.0,3.0,0.0,0.0,0.0,0.1
14052,"Escalope (average of beef, veal, pork, poultry), breaded, fried",Meat and offal/Poultry;Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork,233,10.8,1.7,6.8,1.5,95.0,10.1,0.5,9.5,0.6,23.5,0.8,0.0,55.2,17.0,17.0,17.0,2.0,2.0,0.45,0.19,0.43,1.07,6.48,18.7,1.1,0.0,0.6,2.75,350.0,340.0,500.0,18.0,24.0,210.0,1.4,6.4,2.4,15.0
13319,"Escalope (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)",Meat and offal,145,3.1,1.1,1.4,0.4,78.0,0.1,0.0,0.0,0.0,29.2,0.2,0.0,67.7,5.0,5.0,4.0,3.0,3.0,0.43,0.21,0.41,1.05,7.82,7.4,0.91,0.0,0.4,0.49,360.0,68.0,110.0,10.0,27.0,230.0,1.5,1.8,3.0,
1101,"Escalope (average of beef, veal, pork, poultry), raw",Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork;Meat and offal/Poultry,113,2.7,0.9,1.2,0.4,57.0,0.1,0.0,0.0,0.0,22.2,0.1,0.0,75.1,4.0,4.0,4.0,3.0,3.0,0.45,0.17,0.45,0.99,6.97,7.1,0.8,0.0,0.3,0.42,340.0,58.0,80.0,7.5,22.0,190.0,1.1,1.3,2.3,
1190,"Espresso with coffee cream, no sugar added",Non-alcoholic beverages/Coffee,28,2.5,1.5,0.6,0.1,8.0,0.8,0.7,0.0,0.1,0.5,0.0,0.0,96.1,25.0,24.0,23.0,13.0,13.0,0.0,0.02,0.0,0.08,0.13,0.5,0.07,0.2,0.1,0.06,45.0,14.0,13.0,23.0,4.1,17.0,0.0,1.9,0.0,
765,"Eurasian perch, raw",Fish/Fresh water fish,79,0.7,0.1,0.1,0.3,70.0,0.0,0.0,0.0,0.0,18.0,0.2,0.0,80.4,7.0,7.0,7.0,0.0,0.0,0.07,0.1,0.12,1.0,2.9,5.0,0.19,2.0,0.4,0.2,80.0,92.0,60.0,80.0,30.0,370.0,0.9,4.0,1.1,27.0
13384,Ewe's milk,Milk and dairy products/Milk,105,7.1,4.1,1.7,0.5,27.0,4.7,4.7,0.0,0.0,5.5,0.1,0.0,81.8,109.0,108.0,108.0,5.0,5.0,0.08,0.4,0.03,0.44,0.45,10.0,0.36,4.2,0.1,0.25,120.0,46.0,,180.0,18.0,140.0,0.0,10.0,0.5,
14066,Falafel (deep fried in HOLL rapeseed oil),Prepared dishes/Oriental dishes,222,7.8,0.7,5.0,1.8,0.0,26.3,2.3,23.9,6.4,8.4,0.7,0.0,51.2,21.0,10.0,0.0,124.0,124.0,0.12,0.04,0.1,0.0,0.39,35.1,0.21,4.8,0.0,2.5,280.0,300.0,480.0,44.0,41.0,130.0,1.6,0.9,0.8,
1268,Farmers' bread,"Bread, flakes and breakfast cereals/Bread and bread products",241,2.0,0.7,0.4,0.6,4.0,44.3,2.4,41.7,4.4,9.2,1.8,0.0,40.8,11.0,10.0,10.0,5.0,5.0,0.2,0.13,0.11,0.03,1.09,25.0,0.4,0.2,0.0,0.33,200.0,710.0,1090.0,46.0,38.0,170.0,1.5,1.3,1.4,3.4
